Time,Vlockin (microvolts)
0.0,4.701350000000001
0.014920949935913086,4.23941
0.029215574264526367,4.1798
0.043552398681640625,4.701350000000001
0.05875349044799805,4.05314
0.07363224029541016,4.35862
0.08761262893676758,4.68644
0.10320305824279785,4.03079
0.11814761161804199,4.61194
0.13405442237854004,4.36607
0.14961957931518555,4.1350999999999996
0.16550016403198242,4.74605
0.18117237091064453,4.157450000000001
0.19595623016357422,4.43312
0.21170783042907715,4.50763
0.22742176055908203,4.05314
0.24292826652526855,4.701350000000001
0.2578728199005127,4.403320000000001
0.2712881565093994,4.01589
0.2861790657043457,4.77585
0.30155491828918457,4.18726
0.31711554527282715,4.2245099999999995
0.333223819732666,4.7311499999999995
0.34825849533081055,3.88178
0.3638489246368408,4.63429
0.37975549697875977,4.23941
0.39476466178894043,4.03079
0.41103196144104004,4.41822
0.4336698055267334,3.96374
0.4492974281311035,4.66409
0.46431660652160645,4.12765
0.4799323081970215,4.21706
0.49439024925231934,4.62684
0.508894681930542,3.91903
0.5245788097381592,4.351170000000001
0.5396454334259033,4.39587
0.5554733276367188,3.98609
0.5712282657623291,4.7386
0.5863027572631836,4.26176
0.6026744842529297,4.36607
0.6184852123260498,4.7237
0.633465051651001,3.9711900000000004
0.6493270397186279,4.55233
0.6649847030639648,4.403320000000001
0.6802923679351807,3.9935400000000003
0.6962664127349854,4.66409
0.7113518714904785,4.0755
0.7272109985351562,4.43312
0.7426950931549072,4.55233
0.7576887607574463,3.88178
0.7729437351226807,4.55978
0.786517858505249,4.54488
0.8014180660247803,3.9115800000000003
0.8168058395385742,4.62684
0.8325099945068359,4.157450000000001
0.8485507965087891,4.18726
0.864842414855957,4.55233
0.8802125453948975,3.90413
0.8955085277557373,4.41822
0.9112334251403809,4.19471
0.9264633655548096,3.8668799999999997
0.9425339698791504,4.52998
0.9581427574157715,3.79981
0.9735488891601562,4.55233
0.9972531795501709,4.105300000000001
1.012385368347168,4.14255
1.0278241634368896,4.61939
1.0438649654388428,3.89668
1.0590019226074219,4.48528
1.074693202972412,4.19471
1.0904817581176758,3.9711900000000004
1.106365442276001,4.61194
1.1217012405395508,3.85943
