Desired Frequency (GHz),Measured Frequency (GHz),Vlockin (microvolts)
306,305.9004825622542,4.8876100000000005
307,306.9029051990656,3.57629
308,307.9001936945424,0.715259
309,308.9029613598541,2.02657
310,309.900333335303,2.26499
311,310.90051797791966,2.26499
312,311.9014149217983,3.9339399999999998
313,312.9047952910769,3.4570800000000004
314,313.90169809851795,2.74183
315,314.90312724208343,2.3842
316,315.9019325482659,2.26499
317,316.9002604826819,2.26499
318,317.9006585885654,1.43052
319,318.90764960780507,0.834469
320,319.90500708142645,0.35763
321,320.9002942512452,0.476841
322,321.90220559667796,1.0728900000000001
323,322.90251251103473,1.0728900000000001
324,323.9029244949634,0.35763
325,324.90193987524253,0.834469
326,325.90260469861096,1.43052
327,326.9061511098116,0.834469
328,327.9029232827306,1.0728900000000001
329,328.9011630998284,1.90736
330,329.9003441167879,1.31131
331,330.9004802116251,2.1457800000000002
332,331.90310599654913,1.43052
333,332.9009471957106,2.3842
334,333.901331220055,0.834469
335,334.90331676235655,0.23842
336,335.90422840532847,0.23842
337,336.9080612468533,0.59605
338,337.90742083932855,1.43052
339,338.9011723588337,2.98025
340,339.9007080186857,1.31131
341,340.90148785474594,0.715259
342,341.9015395108145,2.86104
343,342.90026322065387,0.834469
344,343.9052211880917,1.54973
345,344.90080126709654,0.834469
346,345.9039963867981,0.715259
347,346.9020539499179,0.0
348,347.9028999993752,3.6955
349,348.90223651743145,3.4570800000000004
350,349.9010030319332,2.86104
351,350.90190828897175,2.5034099999999997
352,351.90228471450973,1.78815
353,352.90375067913556,2.62262
354,353.9017666176951,0.834469
355,354.90688844647957,2.26499
356,355.9016773090407,0.35763
357,356.90016375429695,1.0728900000000001
358,357.9038395898242,0.59605
359,358.9022986133932,0.476841
360,359.90065330069046,2.62262
361,360.9024442285008,1.1921
362,361.9006603024318,1.31131
363,362.90348807157716,1.43052
364,363.90316791221267,1.31131
365,364.90098979795584,0.23842
366,365.90014638990397,0.23842
367,366.9019173012348,0.953682
368,367.90458744438365,1.43052
369,368.9010620681802,1.1921
370,369.9021028679563,0.953682
371,370.9007834388176,0.23842
372,371.9031741327781,0.23842
373,372.90335018973565,0.834469
374,373.9029271493491,0.59605
375,374.9003161197761,1.54973
376,375.90037927156663,1.54973
377,376.9013070637884,1.78815
378,377.90315918880515,1.0728900000000001
379,378.9032753861684,1.78815
380,379.9011139100767,3.09946
381,380.9023031666002,1.78815
382,381.90720031570527,2.3842
383,382.90228052739985,2.1457800000000002
384,383.9016409111209,1.1921
385,384.90358164397185,1.90736
386,385.9000280147593,2.3842
387,386.90372157408274,1.31131
388,387.90102672204375,1.78815
389,388.9018103700946,0.715259
390,389.9028320094221,0.476841
391,390.9030748576333,0.953682
392,391.90445225304575,0.23842
393,392.9019968637731,0.59605
394,393.9035232732713,0.35763
395,394.9069146459806,0.23842
396,395.9042578753142,0.35763
397,396.90256910576136,0.59605
398,397.90024610527325,0.11921
399,398.90056733062374,0.35763
400,399.9038134870643,0.59605
401,400.9024535084027,0.953682
402,401.9006707527442,1.90736
403,402.9020953332656,1.31131
404,403.9034608039947,0.11921
405,404.90359579006326,0.11921
406,405.90058935433626,0.35763
407,406.9007862395083,0.476841
408,407.90072753993445,0.35763
409,408.9020964053634,0.715259
410,409.9016755784687,0.834469
411,410.9024432821898,0.59605
412,411.9019563314505,0.953682
413,412.9040691004484,1.1921
414,413.90377630255534,0.59605
415,414.90087553553167,0.59605
416,415.90021713799797,0.715259
417,416.9045087113336,0.59605
418,417.900799967465,1.1921
419,418.90463640892995,0.834469
420,419.90563317466876,0.715259
421,420.90441417248803,0.59605
422,421.9014511492278,0.834469
423,422.90599998956895,0.715259
424,423.90029854731984,0.35763
425,424.90055213088635,0.23842
426,425.9036444191879,0.715259
427,426.90673983620945,0.23842
428,427.9019090728543,0.23842
429,428.9002599590458,0.23842
430,429.9028911453206,0.59605
431,430.90191976033384,0.23842
432,431.90251692419406,0.59605
433,432.90288571681594,1.1921
434,433.9001305720012,0.59605
435,434.9079333691625,1.1921
436,435.9002971574955,0.59605
437,436.9002394984127,0.59605
438,437.9005831096438,0.23842
439,438.9019623326021,0.23842
440,439.9006509659812,0.35763
441,440.90338057934423,0.59605
442,441.90027924103197,0.834469
443,442.90438269721926,0.59605
444,443.90019711162313,0.59605
445,444.9043888213928,0.834469
446,445.900383916538,0.0
447,446.90138410625514,0.35763
448,447.9004256789631,0.59605
449,448.9011944694794,0.23842
450,449.90159542890615,0.35763
451,450.9042636491067,0.476841
452,451.9020022636978,0.23842
453,452.9004847330798,1.1921
454,453.90206509278505,0.59605
455,454.90299322106875,0.35763
456,455.90584652719554,2.26499
457,456.9062734997424,0.35763
458,457.90212112735026,1.54973
459,458.9019814598141,0.715259
460,459.9004098266887,0.834469
461,460.9030013923475,0.476841
462,461.9023688424495,0.476841
463,462.90044299699366,0.35763
464,463.9019954400137,0.715259
465,464.9003627113707,0.0
466,465.90453903912567,0.23842
467,466.90314280919847,2.62262
468,467.90047689317726,0.23842
469,468.9021518857917,0.59605
470,469.90426827571355,0.59605
471,470.90302185335895,1.43052
472,471.90424357776647,0.23842
473,472.901365072059,0.59605
474,473.90136400880874,0.23842
475,474.90160395848216,0.35763
476,475.90091814420884,0.23842
477,476.90044747747015,0.35763
478,477.9081411168736,0.11921
479,478.90496440493735,0.35763
480,479.9010871897626,0.35763
481,480.9007465514878,0.35763
482,481.90081136344816,4.8876100000000005
483,482.9009762421774,0.834469
484,483.90029795170994,0.23842
485,484.9016393047641,1.78815
486,485.9013255017344,0.23842
487,486.9000550888304,0.476841
488,487.9089382045786,0.23842
489,488.9002127837157,0.476841
490,489.9013211648271,0.11921
491,490.90061829655315,0.35763
492,491.9034604841145,0.11921
493,492.90259510136093,4.8876100000000005
494,493.90082301490474,0.23842
495,494.9040284640796,0.35763
496,495.9039266530017,1.1921
497,496.9003648282378,0.11921
498,497.9017017237493,0.11921
499,498.905901040911,7.987080000000001
500,499.9005797186983,0.476841
501,500.90385247502127,0.23842
502,501.90051485892036,0.23842
503,502.90499539955636,1.78815
504,503.900709222391,2.5034099999999997
505,504.9045314291143,0.715259
506,505.9031195207208,0.23842
507,506.90036368207075,1.1921
508,507.9028450776241,0.59605
509,508.90153601259226,1.43052
510,509.9034242389316,0.35763
511,510.90624008359737,0.11921
512,511.900831162784,0.35763
513,512.9033043561212,3.8147299999999995
514,513.900910677854,0.715259
515,514.9012385726382,0.59605
516,515.9012994249642,0.11921
517,516.9001637617766,0.11921
518,517.9027558620728,0.23842
519,518.9020651821047,1.66894
520,519.9026155488973,0.35763
521,520.900422128645,0.35763
522,521.9000517450331,0.953682
523,522.9029163636733,0.59605
524,523.9029402567539,0.59605
525,524.9033841826895,0.476841
526,525.903794672282,2.26499
527,526.9015326495282,0.476841
528,527.9003676936845,1.1921
529,528.9004918654682,0.59605
530,529.9010883176816,0.35763
531,530.9029294044012,1.1921
532,531.9030031333677,4.8876100000000005
533,532.9052888999286,0.35763
534,533.9022247231333,0.23842
535,534.9055349887931,0.35763
536,535.9007937304268,0.23842
537,536.9025906792085,0.11921
538,537.9000407105486,1.54973
539,538.9057839916786,0.35763
540,539.901870428439,0.23842
541,540.9016551646055,0.11921
542,541.9007053507667,0.23842
543,542.9062528478098,0.23842
544,543.9005224417197,0.35763
545,544.9014571368753,7.15259
546,545.9023634658661,0.11921
547,546.9052450288145,0.35763
548,547.9002973814204,0.476841
549,548.9010491954105,0.35763
550,549.9035734169593,0.23842
551,550.9027675653051,0.476841
552,551.9000477325171,0.35763
553,552.9003740857006,0.23842
554,553.9009619719291,0.35763
555,554.9020246686996,7.62945
556,555.9005322835583,0.23842
557,556.9001691118465,0.476841
558,557.9020025078498,3.3378699999999997
559,558.9009388505947,0.715259
560,559.9014965935203,0.11921
561,560.9052981400164,0.35763
562,561.9025014002109,0.476841
563,562.9020503239299,1.66894
564,563.9028055328818,0.23842
565,564.901253046788,0.35763
566,565.901204751397,0.35763
567,566.9030561337422,0.35763
568,567.901821943582,0.476841
569,568.907328484871,0.59605
570,569.9016183072235,1.0728900000000001
571,570.9031972413941,5.36445
572,571.9000213166291,1.43052
573,572.9058007105486,2.26499
574,573.9005365935154,0.59605
575,574.900621859997,0.715259
576,575.901585538144,0.715259
577,576.9019914733653,0.23842
578,577.9021215465036,0.11921
579,578.90571577847,0.0
580,579.9028021985723,0.35763
581,580.903843138949,0.0
582,581.9012480140955,0.35763
583,582.9020319331321,0.59605
584,583.9000199791044,0.23842
585,584.9022215256118,0.59605
586,585.9006626541377,0.23842
587,586.9047858725535,0.953682
588,587.9033396865416,0.35763
589,588.903306917462,1.31131
590,589.9020509926777,0.23842
591,590.902610407531,0.476841
592,591.9032957124291,0.23842
593,592.9021491638559,0.476841
594,593.905136025016,0.11921
595,594.9064066039864,0.23842
596,595.900538934191,0.0
597,596.9018032183812,1.1921
598,597.9002299686545,0.23842
599,598.9002282967849,0.35763
600,599.9031163218606,0.715259
