Desired Frequency (GHz),Measured Frequency (GHz),Vlockin (microvolts)
345,344.9006382417283,0.23842
346,345.9002334267425,0.23842
347,346.9043913157948,0.0
348,347.9000106880849,4.2915600000000005
349,348.90077330201166,5.12603
350,349.9013223944348,3.4570800000000004
351,350.90403426560806,15.9742
352,351.90395336819347,0.834469
353,352.9026047040825,3.09946
354,353.90066222529276,1.31131
355,354.90070518665016,1.78815
356,355.9010425969318,0.953682
357,356.9033381509362,0.834469
358,357.9003466666909,0.59605
359,358.90164082689444,0.715259
360,359.90150153424474,1.54973
361,360.9021094830532,2.3842
362,361.9046877815854,1.66894
363,362.90416893243673,2.26499
364,363.905854497134,0.953682
365,364.90175522625213,0.834469
366,365.9014140731888,0.23842
367,366.9008510316489,0.11921
368,367.9040268928511,0.23842
369,368.9004646272515,0.834469
370,369.90637195910676,0.59605
371,370.9005010287219,0.59605
372,371.90907030078233,0.834469
373,372.9069629992591,1.90736
374,373.90032275629346,1.0728900000000001
375,374.90392918803263,1.1921
376,375.9018799511541,2.5034099999999997
377,376.9032224029361,1.54973
378,377.9011161046219,1.1921
379,378.9030824310321,0.59605
380,379.9040157617419,1.31131
381,380.9017744741286,2.5034099999999997
382,381.9015099549724,2.74183
383,382.90123521827627,1.43052
384,383.9034661182959,2.26499
385,384.90084265047335,1.78815
386,385.90131466119783,2.3842
387,386.9007912974921,2.5034099999999997
388,387.9028104983736,1.31131
389,388.9034785235999,1.90736
390,389.90194247610634,1.54973
391,390.90113413878134,2.02657
392,391.9006790522253,1.43052
393,392.9027948901057,0.476841
394,393.90370350153535,1.1921
395,394.9066297986137,0.0
396,395.90131923841545,0.0
397,396.9000508997997,1.54973
398,397.9020746438764,0.715259
399,398.9017769107304,2.26499
400,399.9021641733125,0.953682
401,400.90233696612995,0.834469
402,401.90125129031367,1.54973
403,402.90109293622663,1.1921
404,403.9017147071718,0.476841
405,404.90110457030823,0.476841
406,405.90418707890785,0.23842
407,406.9025046105671,1.31131
408,407.9016578714072,0.715259
409,408.902096738806,0.715259
410,409.90174713832675,0.953682
411,410.90590131262434,0.834469
412,411.90110637428006,0.834469
413,412.9008159885707,0.35763
414,413.9023809725477,0.0
415,414.9016304272227,0.23842
416,415.9031008007587,0.23842
417,416.90018886938924,0.23842
418,417.9036388544482,0.23842
419,418.9025058473926,0.953682
420,419.9025473225047,0.715259
421,420.90154233112116,1.0728900000000001
422,421.9009700428869,0.59605
423,422.90191255000536,0.59605
424,423.90104875559337,0.59605
425,424.9017207302386,0.11921
426,425.9006139864796,0.35763
427,426.9019181882031,0.953682
428,427.9009167648328,0.0
429,428.9036241089052,0.23842
430,429.9018254382827,0.834469
431,430.90027471931535,0.23842
432,431.902393784374,0.35763
433,432.9065663915244,0.59605
434,433.90037240463425,4.17235
435,434.9030837115715,1.1921
436,435.9019777276844,0.35763
437,436.90295191842597,0.23842
438,437.9060516713944,0.11921
439,438.90348072265624,0.35763
440,439.90375546217547,0.23842
441,440.9020270507317,0.35763
442,441.90296405999106,0.834469
443,442.90207974339137,0.715259
444,443.9027049673896,0.834469
445,444.90314145595767,0.834469
446,445.9007090290834,0.35763
447,446.90088954064413,0.476841
448,447.90151412462,0.35763
449,448.90172565102694,0.35763
450,449.9007836089295,0.59605
451,450.90100558506674,0.476841
452,451.90189275032026,0.35763
453,452.9016780942329,0.59605
454,453.9029753911891,0.476841
455,454.90421768065426,0.59605
456,455.90079988440266,0.23842
457,456.9006685006607,0.11921
458,457.9027147469169,0.23842
459,458.90318145329366,0.23842
460,459.90112902008696,0.35763
461,460.90080741624115,0.59605
462,461.9032100889017,0.35763
463,462.90157141091186,0.23842
464,463.9008320069406,0.23842
465,464.9015035730263,0.11921
466,465.90127286608913,0.59605
467,466.9005330475047,0.59605
468,467.90458121954,0.23842
469,468.9012211058871,0.35763
470,469.9006387022673,1.1921
471,470.90020602266304,0.23842
472,471.9010521413293,0.35763
473,472.9005502425425,0.59605
474,473.90316855476703,0.476841
475,474.9004725434643,0.476841
476,475.90432016394334,0.35763
477,476.9017620292434,0.23842
478,477.90167522255797,0.476841
479,478.90062988505815,0.11921
