Time,Vlockin (microvolts)
0.0007402896881103516,27.7573
0.020592927932739258,27.500200000000003
0.03918576240539551,26.632199999999997
0.05880022048950195,28.5694
0.07879161834716797,24.7137
0.09919118881225586,27.194699999999997
0.11826777458190918,27.083000000000002
0.13981342315673828,28.7221
0.1590433120727539,25.3656
0.17815184593200684,28.7929
0.19812798500061035,24.6876
0.21720242500305176,29.139300000000002
0.23585295677185059,24.0394
0.25596094131469727,30.1861
0.276339054107666,23.9649
0.2957000732421875,29.7689
0.31611037254333496,23.6818
0.3351786136627197,29.6162
0.35528993606567383,23.3242
0.3747560977935791,29.7652
0.395404577255249,24.356099999999998
0.4151308536529541,28.4986
0.43451619148254395,24.1288
0.45388031005859375,28.1521
0.47191834449768066,25.142100000000003
0.4914891719818115,27.9323
0.5106472969055176,27.7722
0.5304858684539795,26.4161
0.5495336055755615,25.0415
0.577265739440918,29.7726
0.5966472625732422,24.162300000000002
0.6166238784790039,29.1617
0.6361656188964844,24.5498
0.656834602355957,27.4555
0.6767675876617432,24.7621
0.6960835456848145,27.72
0.7154593467712402,26.0995
0.7333059310913086,26.703000000000003
0.7528221607208252,27.5673
0.7717092037200928,24.8627
0.7912476062774658,28.688599999999997
0.8106715679168701,24.0506
0.8290376663208008,29.1021
0.8478631973266602,23.447100000000002
0.8676233291625977,29.7242
0.8870666027069092,22.7803
0.9053986072540283,29.0574
0.9252524375915527,23.95
0.9444491863250732,27.3698
0.9633941650390625,24.5684
0.9813070297241211,26.2597
1.0000340938568115,25.8946
1.0181999206542969,23.1602
1.0361192226409912,27.422
1.0552456378936768,22.5791
1.073352336883545,28.4911
1.0929310321807861,22.9554
1.1117298603057861,28.0814
1.139803171157837,24.7323
1.1602206230163574,28.439
1.1784892082214355,23.7414
1.1977944374084473,29.478299999999997
1.216057538986206,22.6387
1.2350482940673828,27.682699999999997
1.2543482780456543,22.2438
1.2734675407409668,28.9121
1.2917566299438477,25.4625
1.3107259273529053,26.5875
1.3296787738800049,25.268800000000002
1.3495543003082275,26.4869
1.3693392276763916,25.984
1.3888213634490967,25.9877
1.406827688217163,27.8578
1.4246928691864014,24.5312
1.4439165592193604,28.4129
1.4627127647399902,22.594
1.4811420440673828,28.3496
1.5001120567321777,22.9405
1.5184338092803955,27.3922
1.537217140197754,22.7318
1.5570259094238281,26.066000000000003
1.576472520828247,24.6392
1.595735788345337,26.4348
1.614055871963501,26.3565
1.6332294940948486,24.9968
1.6522808074951172,27.8467
1.671785831451416,26.9004
1.6995973587036133,25.7419
1.7186388969421387,25.9989
1.7375056743621826,25.805200000000003
1.7576658725738525,25.794
1.7757775783538818,27.802
1.7946233749389648,23.3912
1.8143999576568604,28.2192
1.8326268196105957,22.6238
1.851775884628296,28.986600000000003
1.8709070682525635,22.199099999999998
1.8907356262207031,28.3943
1.9088916778564453,23.4881
1.928039789199829,27.276699999999998
1.9469718933105469,24.1773
1.9670417308807373,27.202199999999998
1.985090970993042,25.1123
2.0039258003234863,25.596600000000002
2.0218448638916016,27.068099999999998
2.0413095951080322,24.2033
2.0600905418395996,27.6976
2.0800750255584717,23.3093
2.0991530418395996,28.696
2.1174895763397217,21.7558
2.1363422870635986,28.2602
2.1549904346466064,22.862199999999998
2.1746652126312256,27.9547
2.1947500705718994,22.3481
2.215097427368164,27.2581
2.2340643405914307,22.5679
2.2617130279541016,28.588
2.2809085845947266,22.1805
2.2991347312927246,28.062700000000003
2.318413257598877,21.8154
2.3379406929016113,26.7589
2.357367515563965,22.9256
2.377096176147461,25.7978
2.3964030742645264,23.0448
2.4162869453430176,26.5614
2.435703992843628,24.9819
2.4554619789123535,25.8611
2.474820613861084,25.8909
2.4946401119232178,25.4923
2.514223098754883,24.3933
2.5340490341186523,24.3412
2.5535800457000732,27.3549
2.5740880966186523,23.022399999999998
2.593574047088623,27.7312
2.6137707233428955,23.9612
2.6332578659057617,26.6993
2.6529741287231445,22.9591
2.6724441051483154,27.4108
2.6918749809265137,21.685
2.710923433303833,28.4092
2.730808734893799,22.3444
2.7505524158477783,28.1819
2.7700531482696533,21.878700000000002
2.7909741401672363,27.6343
2.81968355178833,23.599800000000002
2.839354991912842,27.0494
2.8592684268951416,22.985200000000003
2.8787007331848145,27.2692
2.897200107574463,22.5083
2.9163224697113037,27.34
2.9355573654174805,21.886200000000002
2.956038236618042,28.107400000000002
2.976450204849243,21.6031
2.9960315227508545,27.738599999999998
3.015896797180176,21.986800000000002
3.0353477001190186,27.7275
3.055310010910034,21.476399999999998
3.0752902030944824,27.377299999999998
3.0947365760803223,21.7856
3.113968849182129,27.1389
3.1345412731170654,23.164
3.15397047996521,26.166600000000003
3.173220634460449,23.9537
3.193225860595703,25.3619
3.213253974914551,24.4194
3.234400987625122,26.3752
3.253826379776001,24.8776
3.273301601409912,24.8478
3.293588638305664,23.7675
3.3137435913085938,23.9537
3.3320302963256836,26.4981
3.351212501525879,26.367700000000003
3.3788599967956543,22.8287
3.3988983631134033,26.0026
3.4198601245880127,24.6615
3.4394009113311768,26.3863
3.4584975242614746,24.806800000000003
3.478029489517212,24.9819
3.4981589317321777,25.5668
3.519157648086548,23.801000000000002
3.538696050643921,25.0862
3.5579302310943604,22.810100000000002
3.5772528648376465,26.479499999999998
3.597555637359619,23.011200000000002
3.6169207096099854,26.8259
3.6363699436187744,22.3481
3.6559300422668457,26.8855
3.675243854522705,21.3423
3.6949052810668945,28.092499999999998
3.7151355743408203,21.6962
3.7363181114196777,28.9121
3.755760431289673,22.769099999999998
3.7752015590667725,27.861600000000003
3.7948548793792725,21.498800000000003
3.816068172454834,27.7126
3.8352270126342773,21.215600000000002
3.8551669120788574,28.398000000000003
3.8772497177124023,21.476399999999998
3.896314859390259,27.526300000000003
3.915440082550049,23.2869
3.9435935020446777,28.0404
3.9630634784698486,23.122999999999998
3.982546329498291,27.552400000000002
4.001715898513794,21.3796
4.021061420440674,28.0218
4.04066014289856,21.0108
4.059788227081299,27.682699999999997
4.07834267616272,21.308799999999998
4.098660707473755,27.1128
4.117251873016357,22.3705
4.136591911315918,26.419900000000002
4.156116008758545,23.901600000000002
4.1755592823028564,24.9409
4.194517135620117,24.0618
4.213666915893555,24.3598
4.2334229946136475,26.7179
4.25238299369812,23.462
4.272897958755493,27.3922
4.292235612869263,22.702
4.311083555221558,28.1596
4.331650733947754,23.022399999999998
4.351078271865845,27.302799999999998
4.370883226394653,22.0799
