Vlockin (microvolts),Vlockin (microvolts),Vlockin (microvolts),Vlockin (microvolts),Vlockin (microvolts),Vlockin (microvolts),Vlockin (microvolts),Vlockin (microvolts)
488.0,484.0,482.0,490.0,501.0,506.0,492.0,493.0
242.2868217213115,263.8198842975207,141.66783609958506,100.0171806122449,57.773340918163676,29.888949209486167,13.68685380081301,9.065034137931036
16.07183975849595,14.233884735867289,14.414206615472747,5.05169132554641,4.727394845639861,3.5999248330119364,3.8263396307920488,2.9871755798729573
217.975,139.774,125.32,89.8694,48.131,20.7574,2.90202,2.6878100000000003
231.029,256.54,135.572,96.0161,54.1287,26.595925,10.00901,6.45409
237.645,262.5755,141.145,99.8494,57.6752,30.08925,14.23625,9.52376
255.18400000000003,271.188,145.287,103.981,61.4193,33.16555,17.297549999999998,11.6844
280.56100000000004,431.987,356.944,111.014,67.4953,40.311600000000006,20.3588,14.8249
