Time,Vlockin (microvolts)
0.0,467.66
0.014247655868530273,469.925
0.028800010681152344,468.435
0.04427671432495117,468.316
0.0588836669921875,470.581
0.07421207427978516,467.302
0.08822894096374512,468.61400000000003
0.10295701026916504,470.581
0.11859393119812012,467.183
0.13448262214660645,469.567
0.15003633499145508,469.09000000000003
0.16522598266601562,467.898
0.18036127090454102,470.521
0.1957845687866211,467.839
0.21072173118591309,469.031
0.22505474090576172,470.81899999999996
0.23972582817077637,467.481
0.25506043434143066,469.567
0.2710907459259033,469.80600000000004
0.28618693351745605,468.137
0.3020470142364502,470.521
0.31717562675476074,467.898
0.3332986831665039,468.912
0.34888505935668945,470.521
0.36478757858276367,467.302
0.3801114559173584,469.686
0.3964529037475586,468.912
0.4115335941314697,468.137
0.4275200366973877,470.581
0.44277167320251465,467.302
0.4577755928039551,469.09000000000003
0.47385716438293457,451.03
0.4897029399871826,453.593
0.5111637115478516,457.527
0.5275158882141113,455.918
0.5413737297058105,459.43399999999997
0.5563299655914307,462.05699999999996
0.5712969303131104,460.865
0.5875139236450195,464.56
0.6027975082397461,463.786
0.6185181140899658,465.335
0.6343264579772949,467.779
0.6498792171478271,464.799
0.6651647090911865,467.541
0.6810307502746582,467.59999999999997
0.6963891983032227,466.22900000000004
0.712174654006958,468.792
0.7277183532714844,466.11
0.7431597709655762,467.421
0.7577962875366211,468.971
0.7736637592315674,465.812
0.7868533134460449,467.839
0.8021595478057861,468.792
0.8173587322235107,466.58700000000005
0.832099199295044,468.792
0.8461370468139648,468.435
0.8600895404815674,467.123
0.8762674331665039,469.746
0.8915660381317139,466.825
0.9076542854309082,468.494
0.9231135845184326,470.104
0.9389958381652832,467.183
0.9547126293182373,469.86499999999995
0.9699487686157227,468.19599999999997
0.9859719276428223,467.898
1.0014972686767578,470.342
1.0170674324035645,467.00399999999996
1.032195806503296,468.971
1.0478127002716064,467.36199999999997
1.0708849430084229,468.673
1.0875153541564941,470.163
1.1027488708496094,467.183
1.11808443069458,469.627
1.1338937282562256,467.95799999999997
1.1491467952728271,467.59999999999997
1.1644723415374756,469.86499999999995
1.1794922351837158,466.647
1.1946690082550049,468.19599999999997
1.2090187072753906,469.925
1.2236697673797607,466.706
1.2395765781402588,469.15
1.255258321762085,468.554
1.2705857753753662,467.59999999999997
1.2858097553253174,470.104
1.3020679950714111,467.123
1.3168091773986816,468.85200000000003
1.3332364559173584,470.163
1.3483514785766602,467.481
1.3645365238189697,470.044
1.3801047801971436,468.61400000000003
1.3951756954193115,468.733
1.4109528064727783,470.81899999999996
1.4269464015960693,467.064
1.442896842956543,469.329
1.458078384399414,469.686
1.473736047744751,467.71999999999997
1.4887654781341553,470.22299999999996
1.5048370361328125,467.779
1.520404577255249,460.627
1.5364265441894531,463.19
1.5513548851013184,460.627
1.5672564506530762,463.964
1.5831470489501953,463.964
1.5984909534454346,463.786
1.6143686771392822,466.349
1.6367096900939941,464.918
1.651824951171875,467.898
1.6671040058135986,465.574
1.6829266548156738,466.468
1.697519063949585,468.971
1.712385892868042,465.753
1.7274882793426514,467.71999999999997
1.742784023284912,468.792
1.758843183517456,466.408
1.7743890285491943,469.031
1.7904744148254395,467.302
1.8056714534759521,467.95799999999997
1.820453405380249,470.22299999999996
1.836599349975586,466.885
1.8521766662597656,469.388
1.8674614429473877,469.44800000000004
1.8825745582580566,467.898
1.8978371620178223,470.402
1.913557529449463,467.481
1.9290924072265625,468.733
1.9443724155426025,470.283
1.9586889743804932,466.825
1.972794532775879,468.792
1.989198923110962,469.44800000000004
2.004828453063965,467.183
2.0200371742248535,469.567
2.035933256149292,467.421
2.051093101501465,468.137
2.0664286613464355,470.044
2.0809781551361084,466.527
2.0954394340515137,468.077
2.110121011734009,469.44800000000004
2.125685930252075,466.289
2.140584707260132,468.673
2.156608819961548,467.36199999999997
2.1723151206970215,468.435
2.1946966648101807,468.971
2.210016965866089,466.825
2.224410057067871,469.329
2.2391397953033447,467.898
2.254462957382202,467.66
2.270017147064209,469.984
2.2858986854553223,466.527
