Time,Vlockin (microvolts)
0.000978708267211914,0.11921
0.2013380527496338,0.35763
0.4006648063659668,1.1325
0.6018726825714111,1.84775
0.8003120422363281,0.894073
1.0047247409820557,6.675750000000001
1.200286626815796,11.324900000000001
1.4005193710327148,4.94721
1.601102352142334,22.8287
1.8007075786590576,184.775
2.0002739429473877,113.905
2.200139284133911,108.42099999999999
2.4016737937927246,148.834
2.600806951522827,187.279
2.8007819652557373,239.85
3.000269651412964,302.376
3.2005746364593506,360.84799999999996
3.4019172191619873,346.245
3.6003177165985107,261.368
3.801305055618286,269.176
4.000722169876099,189.18599999999998
4.202024936676025,320.138
4.400583505630493,200.15300000000002
4.601583242416382,238.539
4.800425291061401,225.962
5.001166343688965,314.65500000000003
5.200751066207886,248.07600000000002
5.400414228439331,218.452
5.60145378112793,257.673
5.8006603717803955,290.038
6.00494909286499,149.36999999999998
6.202320337295532,104.249
6.40119194984436,183.047
6.6003453731536865,266.017
6.801130533218384,340.22499999999997
7.000419616699219,393.63100000000003
7.201305866241455,415.327
7.4011006355285645,417.95
7.601049900054932,415.50600000000003
7.800414800643921,412.52599999999995
8.001194477081299,412.52599999999995
8.200958490371704,414.254
8.400748014450073,416.4
8.601119995117188,417.53200000000004
8.800235748291016,417.83
9.001614332199097,418.486
9.201109647750854,418.605
9.401077270507812,418.426
9.603494644165039,417.95
9.800301313400269,418.963
10.000787258148193,419.49899999999997
10.20092248916626,419.142
10.401409387588501,417.53200000000004
10.601505041122437,415.685
10.800533771514893,412.824
11.000783205032349,410.201
11.200217723846436,407.57800000000003
11.401290655136108,404.777
11.602761268615723,400.724
11.801837921142578,397.92199999999997
12.008162021636963,394.16700000000003
12.20064663887024,389.81600000000003
12.401328086853027,385.16700000000003
12.600524187088013,379.981
12.800578832626343,376.16700000000003
13.00143313407898,370.743
13.200787782669067,365.2
13.400848388671875,362.338
13.600533485412598,356.259
13.80125379562378,352.20599999999996
14.000828504562378,349.702
14.201219320297241,345.232
14.400314331054688,342.371
14.60127592086792,338.973
14.800605058670044,333.967
15.001108169555664,329.139
15.20081877708435,326.278
15.400823593139648,321.27099999999996
15.600603342056274,317.993
15.801016092300415,315.191
16.00066828727722,311.794
16.200940370559692,307.204
16.40111255645752,303.986
16.600878715515137,299.69399999999996
16.801281452178955,295.581
17.000362157821655,292.124
17.20113515853882,289.263
17.400715827941895,286.164
17.60159420967102,281.574
17.800536394119263,278.05800000000005
18.00091028213501,272.93199999999996
18.20093536376953,269.95099999999996
18.40067410469055,266.613
18.600443363189697,263.93100000000004
18.800612926483154,261.011
19.000673294067383,256.063
19.200528621673584,251.414
19.400774002075195,247.778
19.600491046905518,245.09599999999998
19.800678968429565,241.638
20.001067638397217,239.194
20.202228784561157,237.168
20.400617361068726,235.678
20.60061478614807,233.651
20.80031991004944,230.373
21.00115180015564,225.54500000000002
21.20124077796936,223.757
21.40117835998535,221.73000000000002
21.600783109664917,218.035
21.80058193206787,215.293
22.00118064880371,214.518
22.20068049430847,212.73000000000002
22.402058124542236,209.809
22.607990026474,207.42499999999998
22.800888776779175,204.862
23.00155782699585,203.25300000000001
23.200839281082153,201.524
23.400943279266357,199.319
23.600968837738037,197.769
23.800822734832764,195.981
24.00124740600586,193.954
24.2009859085083,191.868
24.40194272994995,190.199
24.601093530654907,188.173
24.8010470867157,185.66899999999998
25.000168085098267,183.583
25.200618982315063,181.497
25.400665044784546,180.30499999999998
25.60030722618103,179.113
25.800766706466675,176.78799999999998
26.00515389442444,175.119
26.2096426486969,173.39100000000002
26.405121326446533,170.94699999999997
26.60852313041687,168.08599999999998
26.800358772277832,164.867
27.00050139427185,162.602
27.20033311843872,159.861
27.401068925857544,157.357
27.600697994232178,154.079
27.800859689712524,152.35
28.005035400390625,150.383
28.20024800300598,147.522
28.401018619537354,144.185
28.600348234176636,142.218
28.800509214401245,139.297
29.000626802444458,136.376
29.200543642044067,136.198
29.400973320007324,133.038
29.600831747055054,131.012
29.80267906188965,127.85300000000001
30.000383853912354,124.99200000000002
30.20418429374695,123.085
30.40927743911743,120.819
30.60175371170044,118.435
30.805587768554688,115.753
31.00090265274048,114.85900000000001
31.2010498046875,111.938
31.401156425476074,108.541
31.600755214691162,106.872
31.800834894180298,104.607
32.00135946273804,102.282
32.20611310005188,100.911
32.40145206451416,99.3614
32.60079002380371,97.156
32.801196575164795,96.02350000000001
33.0009822845459,94.4738
33.20104503631592,92.2685
